sort_name,source
"Malin, Natalie Thomas",Local Sources
"Schneeweiss, Diana",Local Sources
"Littell, Patrick",Local Sources
"Kip, George G.",Local Sources
"Bader, Gregory J.",Local Sources
"Kenyon, E. W., Jr.",Local Sources
"Norman, William S.",Local Sources
"Johnson, Albert S., 1867-1950",Local Sources
"Mastroianni, Anna C.",NACO Authority File
"Jaffe, Audrey D., 1929-",Local Sources
"Owen, Phyllis (Phyllis Marshall)",Unspecified Ingested Source
"Wenrich, Marjorie D.",Local Sources
"Bates, Matthew C.",Local Sources [SYNC]
"Palmer, Douglas Shaw",Local Sources [SYNC]
"Waterman, Margareta",NACO Authority File
"Fritz, Alvin E.",Local Sources
"Bell, Lloyd R.",Local Sources
"Buschmann, Robert E. (Robert Eigil), 1913-2013",Local Sources
"Lackman, Robert M.",Local Sources
"MacGregor, Elizabeth T. (Elizabeth Turner)",Local Sources
"MacGregor, Marjorie J. (Marjorie Jane), 1931-",Local Sources
"Walls, Forrest",Local Sources
"Wagner, Charles",Local Sources
"Chase, Ruby, 1903-1991",Local Sources
"Dean, Harry H.",Local Sources
"Chisholm, Jack, 1904-1988",Local Sources
"Arlin, Marian T. (Marian Thompson)",NACO Authority File
"Graham, John, 1873-1955",Local Sources [SYNC]
"Johnson, Harold C., 1922-2002",Unspecified Ingested Source
"Truman, Harry, 1896-1980",NACO Authority File [SYNC]
"Iorns, Eleanor L., 1880-1966",Unspecified Ingested Source
"Ellis, Clifford B.",Local Sources
"Goetze, O. D. (Otto Daniel)",NACO Authority File
"Mitchell, Herbert, 1898-1980",NACO Authority File
"Massar, Robert",NACO Authority File [SYNC]
"Calvo, Solomon, 1879-1964",Local Sources
"Meed, Mabel",Local Sources
"Latimer, Margaret Moore, 1869-1954",Local Sources
"Love, Ruth Leeds",Local Sources
"Haner, Victor Cecil",Unspecified Ingested Source
"Ludden, Addison.",Local Sources
"Tollman, John W.",NACO Authority File [SYNC]
"Angeline, -1896",NACO Authority File [SYNC]
"Barton, Andrew W. (Andrew Willis), 1873-",Local Sources
"Skarstedt, Ernst, 1857-1929",NACO Authority File [SYNC]
"Crist, B. Wayne",Local Sources [SYNC]
"Pickett, Lee",Unspecified Ingested Source
"Truman, Harry S., 1884-1972",NACO Authority File [SYNC]
"Hills, Liston Fales",Unspecified Ingested Source
"Mears, Frederick, d. 1943",Unspecified Ingested Source
"Davidson, Issac Grundy",Unspecified Ingested Source
"Douglas, Malcolm, 1888-1968",NACO Authority File
Seattle (Wash.). Dept. of Community Development. Pike Place Project,Unspecified Ingested Source
"Nelson, H. G. (Harold Gable), 1871-1947",Local Sources
"Brooks, Muriel Ramage, 1891-1984",Local Sources
"Merritt, Fred Sherrill, 1899-1984",Local Sources
"Sherrill, Ruth Adelia, 1885-1980",Local Sources
"Merritt, Elizabeth, 1873-1964",Local Sources
"Feldmann,  George W. (George Washington), 1891-1963",Local Sources
"Fetters, Lueree",Local Sources
"Price, Mary D. Hickman",Local Sources
"Miller, William G. A., 1866-1956",Local Sources
"Botten, Iver, 1872-1962",Local Sources
"Gordon, Charles H.",Local Sources
"Crawford, Lela",Local Sources
"Hara, Iwao",Local Sources
"Hara, Mae (Kanazawa)",Local Sources
"Nakamura, Robert A.",Local Sources
"Jensen, Gordon D.",NACO Authority File
"Pearson, Charlotte C.",Local Sources
"Seabeck, Frank",Local Sources
"Leonard, Clair, 1901-1963",NACO Authority File
"DeStaffany, Richard Fielding",Local Sources
"Phillips, Eldon E.",Local Sources
"Vaughan, Thomas",Local Sources
"Gamboa, Guadalupe",Local Sources
"Larson, Erik",Local Sources
"Nakamura, Harukichi",NACO Authority File
"Miura, Koshiro",NACO Authority File
"Sumi, Haruno",NACO Authority File
"Maxson, Margaret",Local Sources [SYNC]
"Berks, Barbara",Local Sources
"Ames, Maud Walker",Local Sources [SYNC]
"Haas, Gerda Buchheim",Local Sources
"Deyrup-Olsen, Ingrith",Local Sources [SYNC]
"Lawler, Mark",Local Sources
Chow-its-hoot,Local Sources
"Garrett, Robert Max",Local Sources
Goliah,Local Sources [SYNC]
Jim,Local Sources [SYNC]
"Parks, Norman B., [DELETE]",Unspecified Ingested Source
"Sesnon, John J.",Local Sources [SYNC]
"Rashkov, Eli, 1920-1994",Local Sources [SYNC]
"Garci?a Prada, Carlos, 1898-",NACO Authority File [SYNC]
"Kelley, H. Harold",Local Sources [SYNC]
"Funk, Wallie V., 1922-",NACO Authority File
"Butwin, Joseph (Joseph Mazo), 1943-",NACO Authority File [SYNC]
"King, Edwin C. (Edwin Clay), 1884-1937",Local Sources [SYNC]
"Wilson, Nathaniel J., 1887-1960",Local Sources
"Wiens, Jeanette",Local Sources
"Murray, Joseph F. (Forester)",Local Sources
"Rieb, Sidney",Local Sources
"Hessey, Marion",Local Sources
"Thrush, Donna, 1923-2002",Local Sources
"Miller, Margaret M. (Biologist)",NACO Authority File [SYNC]
"Prottas, George",NACO Authority File [SYNC]
"Beck, Theodore R.",NACO Authority File [SYNC]
"Thompson, James P., 1873-1949",Local Sources [SYNC]
"Johnson, Joseph",Local Sources
"Brown, Harold M.",Local Sources
"Prasad, Madho Ram, (Photographer), active approximately 1885-1905",Local Sources
"Crooks, Jimmy",Local Sources
"Roessler, Wilma",Local Sources
"Phillips, Margery",Local Sources
"Macmunn, Charles",Local Sources
"Brodine, Marc",NACO Authority File [SYNC]
"Seman, Reno",Local Sources
"Beeks, William T., Jr.",NACO Authority File [SYNC]
"Rose, Robert C.",Local Sources
"Wolff, Mike",Local Sources
"Baetz, Ruth",NACO Authority File
"TenBroeck, Peter G. Stuyvesant, 1822-1867",Local Sources [SYNC]
"Janzen, Jonathan",Local Sources
"Livingston, Laurence",Local Sources
"Starr, Isidore",NACO Authority File
"Harter, John Logan, 1940-2008",NACO Authority File
"Gurtiza, Richard",Local Sources
"Pugsley, Edwin Horatio",Local Sources
"Steiner, Anne Marie",Local Sources
"Sunami, Soichi, 1885-1971",NACO Authority File [SYNC]
spartacus,Local Sources
"James, Diana (Photographer)",Local Sources
"McDaniel, Wendell B.",Local Sources
"da Ponte, Larry",Local Sources
"Johnson, Gordon",Local Sources
"Daugherty, Richard D., 1922-",NACO Authority File [SYNC]
Rebecca Baker (Special Collections Staff),Local Sources
Kris Kinsey (Special Collections Staff),Local Sources
"Dellaccio, Jini",NACO Authority File [SYNC]
"Gerrard, Roy",NACO Authority File
"Gorasht, Sonny",Local Sources
"Irgens, Roar",Local Sources
"Steputis, Henry W.",Local Sources
Paul Constantine (Special Collections Staff),Local Sources
"SSV (Special Collections Staff, Student, Volunteer)",Local Sources
"Wells, Burt D.",NACO Authority File [SYNC]
"Broadhead, William Sherwin, 1930-2004",Local Sources [SYNC]
"Eyer, Rosa M., 1910-1991",Local Sources [SYNC]
"Dial, Weaver, 1916-1993",Local Sources
"Turner, Tamara",NACO Authority File
"Thurber, Burton",Local Sources
"Moch, Robert G.",Local Sources
"Denison, J. R.",Local Sources
Crystal Clements (Special Collections Cataloger),Local Sources
Mary Mathiason (Special Collections Cataloger),Local Sources
Jana Peterson (Special Collections Staff),Local Sources
"Green, Ronald S.",Local Sources
Emily Hughes Dominick,Local Sources
"Delaney, George",Local Sources
"Gerhard, John (Photographer)",NACO Authority File [SYNC]
Sandra Kroupa (Special Collections Staff),Local Sources
Lisa Oberg (Special Collections Staff),Local Sources
Jim Stack (Special Collections Staff),Local Sources
"Borisoff, Alex A.",Local Sources
"Eljenholm, Richard , 1903-1987",Local Sources
"Petersdorf, Robert G.",NACO Authority File [SYNC]
"Rifas, Leonard",NACO Authority File
"Kinghammer, Kay",Local Sources
"Leivick, David",NACO Authority File
"Enger, Ella Richter, 1897-1986",Local Sources
"Ritzenberg, Fred",NACO Authority File [SYNC]
"James, David A., 1910-",NACO Authority File
"Darrah, Betsy",Local Sources
"Dawson, Daisy Tibbs",Local Sources [SYNC]
"Cram, Geoffrey",Local Sources
"Dettling, Bernard, 1919-2004",Local Sources [SYNC]
"Osgood, H.H. (Harry Haviland)",Local Sources
"Manasse, Geoff",NACO Authority File
"Barnum, Sanford Christie, 1838-1885 (Doctor)",Local Sources [SYNC]
"Rice, Barbara Carmody",Local Sources
"Kiehl, H. Ambrose",Local Sources
"Miller, Martin, approximately 1923-1987",Local Sources
"Weingarten, Susan",NACO Authority File [SYNC]
Claire,Local Sources
"Boulanger, Zelda K.",Local Sources
"Grieg, Edvard, 1843-1907",NACO Authority File
"Ettelson, Suzanne Huston",Local Sources
"Kelsey, Norma L.",Local Sources
"Haugerud, Joann",NACO Authority File
"Sohlgren, Carl",Local Sources
"Rangno, Art",Local Sources
"Rosenbaum, Bert",Local Sources
Cassie Schmitt,Local Sources
"Peterson, Henry, 1843-1911",Local Sources
Moriah Caruso,Local Sources
"Mjolsness, Valeria Vlazinskaya",Local Sources
"Mooers, Ben C.",NACO Authority File
"Smith, James M., 1949-",Local Sources
"Laidlaw, Charles R.",Local Sources
"Colman, Jamie",Local Sources
"Conser, William",Local Sources
"Cohen, Michael",Local Sources
"Palmer, Frank, 1864-1920",NACO Authority File
"Goldblatt, Elizabeth Wright Evans",Local Sources [SYNC]
"Stowell, Kent",NACO Authority File
"Russell, Francia",NACO Authority File
"Duncombe, David",Local Sources
"Costantini, Peter",Local Sources
"Bianchi, Kathleen",Local Sources
"Henley, Ernest M.",NACO Authority File [SYNC]
"Wilkes, R. Jeffrey (Richard Jeffrey), 1945-",NACO Authority File [SYNC]
"Sneddon, James O.",Local Sources [SYNC]
"Bentley, Beth",NACO Authority File [SYNC]
"Eng, William, 1911-",Local Sources
"Ranta, Toivo",Local Sources
"Coe, Buzz",Local Sources
"Wheeler, Nick",Local Sources
"Herzmark, Jay",Local Sources [SYNC]
"Fales, Martha Jane Howard, 1916-1996",Local Sources [SYNC]
"Morris, Morris David",NACO Authority File
"Wolfe, Ira T., 1871-1950",Local Sources [SYNC]
"Miyata, Martin K.",Local Sources [SYNC]
"Stone, Jen",Local Sources
"Hoffman, Constance, 1897-1982",Local Sources [SYNC]
"Levine, Ken (Kenneth Mark)",NACO Authority File
"Weisenbach, Bob",Local Sources
"Koutsky, Joseph",Local Sources
"Portin, Henry",Local Sources
"Apetz, Lillian",Local Sources
"Sherhart, Mary",NACO Authority File [SYNC]
"Quigley, Arthur",Local Sources
"Haffer, Virna",NACO Authority File
"Brown, Matt, 1934-",Local Sources [SYNC]
"Gesinger, Michael",Local Sources [SYNC]
"Harrison, Lynne",NACO Authority File [SYNC]
"Macapia, Paul",NACO Authority File [SYNC]
"Namkung, Johsel, 1919-",NACO Authority File [SYNC]
"Normack, Don",Local Sources [SYNC]
"Trotter, Claire",NACO Authority File [SYNC]
Wah Lui,Local Sources [SYNC]
"Fletcher, Betty Binns, 1923-2012",Local Sources
"Suver, C. William",Local Sources
Kelli Yakabu,Local Sources
Mark Carlson API Account,Local Sources
"Lamar, Katherine",Local Sources [SYNC]
"Medlin, John",Local Sources [SYNC]
Kristen Orth,Local Sources
"McIlveen, Gladys",Local Sources
"Crawford, William, III, 1932-2013",Local Sources [SYNC]
"Miller, Witold, 1905-2004",Local Sources [SYNC]
"Romeyko, George Z.",Local Sources
"Muggy, Harvey, 1941-1991",Local Sources [SYNC]
"Johnston, Bill ((Union organizer))",Local Sources [SYNC]
"Amira, Victor C.",Local Sources
Mark Carlson for Events,Local Sources
"Shuman, Howard",Local Sources
"Shawcroft, Jack, 1914-1994",Local Sources
"James, Karen M.",NACO Authority File
"Slocum, Virginia, 1914-2001",Local Sources [SYNC]
"Little, Kathryn",Local Sources [SYNC]
"Swenson, Sally S.",NACO Authority File [SYNC]
"Hyde, Clint",Local Sources
"Anderson, Margaret, 1945-",NACO Authority File
"Pascal, Naomi, 1926-2014",Local Sources
"Hoffman, Franklin",Local Sources
"Sato, Yuki, 1918-2016",Local Sources
"Bjork, Lander, 1885-1953",Local Sources [SYNC]
"Newell, Mary Anne",Local Sources
"Haller, Grant M., 1944-2017",Local Sources
"Pooly, Ernest Alfred",Local Sources
National Audubon Society,Unspecified Ingested Source
Nature Conservancy. Washington Field Office,Unspecified Ingested Source
Seattle (Wash.). Department of Parks and Recreation,NACO Authority File
Washington (State). Department of Game,NACO Authority File [SYNC]
Washington (State). Interagency Committee for Outdoor Recreation,NACO Authority File
Washington State Parks and Recreation Commission. Advisory Board on Historic Sites,NACO Authority File
United Nations. Technical Assistance Board,NACO Authority File
American Psychological Association,NACO Authority File
University of Washington. Advisory Committee on Day Care and Child Development,Unspecified Ingested Source
Weekly,Unspecified Ingested Source
"Pike Place Market Preservation & Development Authority (Seattle, Wash.)",Unspecified Ingested Source
Seattle-King County Planning Council on Aging,Unspecified Ingested Source
Council for Washington's Future,Local Sources
Northern Life Insurance Company,NACO Authority File
Pacific Science Center,NACO Authority File
Aleph Zadik Aleph,NACO Authority File
Washington (State). Legislature. Legislative Budget Committee,NACO Authority File
Washington (State). Board of State Land Commissioners,NACO Authority File
United States. Office of War Information,NACO Authority File
"Pierce County Industrial Union Council (Pierce County, Wash.)",NACO Authority File
Physical Education Club (UW),Unspecified Ingested Source
Washington State Bar Association,NACO Authority File
Seattle (Wash.). Police Department,NACO Authority File
"B'nai B'rith. Lodge 503 (Seattle, Wash.)",Unspecified Ingested Source
Federated Jewish Fund & Council of Greater Seattle,Unspecified Ingested Source
Jewish National Fund. Seattle Council,Local Sources
Seattle Emergency Committee for the Abrogation of the Palestine White Paper,Unspecified Ingested Source
Seattle Executives Association,Unspecified Ingested Source
"Hadassah, the Women's Zionist Organization of America. Seattle Chapter. Henrietta Szold Group",Local Sources
Seattle Landmarks Preservation Board,NACO Authority File
Harvard University,NACO Authority File
Interstate 90,NACO Authority File
Mt. Clark,Unspecified Ingested Source
Nature Conservancy (U.S.),Unspecified Ingested Source
King County (Wash.). Freeholder Commission,NACO Authority File
"Lakeside School (Seattle, Wash.)",NACO Authority File
"Seattle/King County American Revolution Bicentennial Commission (Seattle, Wash.)",NACO Authority File
American Legion,NACO Authority File
International Longshoremen's and Warehousemen's Union,NACO Authority File
"Citizens' Advisory Committee for Electric Rates. (Seattle, Wash.)",Local Sources
Energy 1990 Citizens' Overview Committee (Seattle Wash.),Unspecified Ingested Source
Seattle (Wash.). Pike Place Market Historical Commission,NACO Authority File
Seattle City Light. Citizens' Selection Committee,Unspecified Ingested Source
Industrial Workers of the World. General Defense Committee,Unspecified Ingested Source
International Workers Defense League,Unspecified Ingested Source
King County (Wash.). Housing Authority,NACO Authority File
National Nonpartisan League,NACO Authority File
Washington Commonwealth Federation,NACO Authority File
Washington Congress of Mothers,Unspecified Ingested Source
International Association for the Study of Pain,NACO Authority File
Stanford University,NACO Authority File
American Association of University Professors,NACO Authority File
Organization of American States,NACO Authority File
Washington State American Revolution Bicentennial Commission,NACO Authority File
United States. Army. Corps of Engineers. North Pacific Division,NACO Authority File
Alaska Copper and Brass Company,Unspecified Ingested Source
United States. Economic Cooperation Administration,NACO Authority File
"Horace Mann School (Seattle, Wash.)",Unspecified Ingested Source
"Madrona Theatre (Seattle, Wash.)",Unspecified Ingested Source
"Willner's Department Store (Seattle, Wash.)",Unspecified Ingested Source
Puget Sound Log Scaling Bureau,Unspecified Ingested Source
Red Cedar Shingle Bureau,Unspecified Ingested Source
Washington Forest Fire Association,NACO Authority File
West Coast Lumbermen's Association,NACO Authority File
Washington (State). Department of Fisheries,NACO Authority File
Civil Rights Congress (U.S.),NACO Authority File
United States. Congress. House. Committee on Un-American Activities,NACO Authority File
King County (Wash.). Policy Development Commission. Human Services Committee,Unspecified Ingested Source
Washington (State). Governor's Council on Aging,NACO Authority File
Young Men's Christian Association,Unspecified Ingested Source
Young Men's Christian Association. National Council,Unspecified Ingested Source
Socialist Workers Party,NACO Authority File
Progressive Party (U.S. : 1948),NACO Authority File
General Electric Company,NACO Authority File
American Federation of Teachers,NACO Authority File
United States. Soil Conservation Service,NACO Authority File
Washington Forest Products Cooperative,NACO Authority File
"University of Washington, Tacoma",NACO Authority File
Alpine Lakes Wilderness (Wash.),NACO Authority File
American Smelting and Refining Company,NACO Authority File
Seattle Education Auxiliary,Unspecified Ingested Source
Seattle-King County Mental Health Association,NACO Authority File
B'nai B'rith. Anti-defamation League,NACO Authority File
White House Conference on Library and Information Services,Unspecified Ingested Source
